name,age,location,link,about,height,hair_color,body_art
BodaciousBecky,24,Cape Town,https://juicy-adult.com/#/public/r1bq6Y4C1B,"Young open minded curvaceous babe looking to try new things. I keep an open mind but please bare in mind, that I want you to do everything that I want you to. :P",Not Given,Dark brown,Tattoo
NastyGyalRey,30,Cape Town,https://juicy-adult.com/#/public/ry3AcRz_P,I'm a sucker for a good facial! I don't think there's anything sweeter than having warm sexy cum all over my face and in my mouth too! I'm a nasty girl looking for my new favorite plaything!,Not Given,Black,More than one
NoNameCandy,28,Cape Town,https://juicy-adult.com/#/public/HJGpmzmTA4,"There are 2 things that should make the world go round, you and I rocking each other's world breaking bedposts.",Not Given,Black,A secret one
RondeboschIndie,24,Cape Town,https://juicy-adult.com/#/public/rJeH4FVAyr,Not looking for a relationship at the moment. Single and happy but a girl needs some action every now and again.,Not Given,Not Given,Not Given
CynthiLee,30,Cape Town,https://juicy-adult.com/#/public/Sk-iGQ6C4,"Cape Malay fan of hot men with hot tattoos. If you fit the description, you know what to do.",Not Given,Not Given,Tattoo
TattedChevvy,27,Cape Town,https://juicy-adult.com/#/public/SkEF0nBDeH,"I am a confident woman that plays by my own rules. Perfect word to describe me? ""Mischievous"" I dont need to fit in and I am confident in my sexuality.",Not Given,Dark brown,Tattoo
TThotx,32,Cape Town,https://juicy-adult.com/#/public/rkBnaYV0yr,Spicy lady looking for a good time here! I am into dirty chats and casual hookups. If we click then we could be in for lots of fun! Let's get this show on the road! DM me! Please have a pic of yourself!,"1.65m (5' 5"")",Not Given,More than one
BustyV,30,Cape Town,https://juicy-adult.com/#/public/rknJu0xeS,"Naughty by nature, I would love to explore all parts of your body, and I want you to explore me, you may just explode with excitement",Not Given,Dark brown,Tattoo
Alphababe,31,Cape Town,https://juicy-adult.com/#/public/SJUTt4Rkr,"I'll  give you 3 characteristically traits about me : HORNGRY, DOMINANT, HEADMASTER",Not Given,Not Given,Not Given
Debzz,27,Cape Town,https://juicy-adult.com/#/public/HyxhqGm604,"I'm single and sexually frustrated. I'm not looking for a relationship, I just want to make friends with guys who can be a friend with benefits.",Not Given,Not Given,None
OhSoPerky,26,Cape Town,https://juicy-adult.com/#/public/ryLw6O7gS,"I am a sexy blonde, looking for someone to have fun with and ride all night.",Not Given,Not Given,Not Given
MsCharisma,32,Cape Town,https://juicy-adult.com/#/public/BJgVXZ0hgr,"I am looking for that erotic feeling, when somebody just sends that tingles through your jingles and you are so aroused with pleasure. That's it, I am open to getting down and dirty",Not Given,Blonde,Piercing
Passionsexe,30,Saint-Louis,https://juicy-adult.com/#/public/Sk-bp9QWyx-,Je vous accueillerai toujours chez moi les jambes ouvertes,"1.68m (5' 6"")",Dark blonde,None
parisestmagique,32,Saint-Denis,https://juicy-adult.com/#/public/r1LZoxOW1gZ,"Une relation intéressante faite de passion, d'échanges, de complicité... Le tout sans promesses ni engagements","1.71m (5' 7"")",Black,None
Diping,29,Saint-Denis,https://juicy-adult.com/#/public/HkWl6EV-1x-,"Bonjour, j'habite la région Parisienne depuis maintenant 7 ans. Déçu par de nombreuses relations amoureuses, je désire maintenant n'avoir que des relations sexuelles. Pas trop le temps de me consacrer à l'amour pour l'instant. Sexe, charme, plaisir, rien d'autres.","1.62m (5' 4"")",Black,None
cocochanelle,32,Saint-Denis,https://juicy-adult.com/#/public/Hygy5zW1gW,"Métisse trentenaire en manque d'aventures et de sensations fortes.. Tu me plais, je te réponds, aussi simple que ca.","1.65m (5' 5"")",Black,None
Pas2taboo,31,Saint-Denis,https://juicy-adult.com/#/public/rk-Bb-byeb,"J'aime le sexe et je l'assume, beaucoup de femmes ont peur de le dire mais moi je suis directe et j'aime faire ce que j'ai envie de faire sans me soucier de ce que les autres pensent. Donc si je trouve quelqu'un qui me plait ici, on peut y a aller","1.67m (5' 6"")",Black,None
Noraaa,29,Saint-Denis,https://juicy-adult.com/#/public/B1HDkO-1lb,"Salut je m'appelle Nora et j'aime profiter de chaque instant de la vie... Comme vous je suis sur ici pour passer de bons moments et faire de belles rencontres, mais je ne recherche rien de sérieux pour le moment. Enfin... qui sait?","1.67m (5' 6"")",Black,None
Mily,32,Saint-Denis,https://juicy-adult.com/#/public/BJzxGGZyl-,Je suis ton plus beau rêve et le pire cauchemars de ta femme!,"1.56m (5' 1"")",Blonde,None
Valouxxx,38,Saint-Denis,https://juicy-adult.com/#/public/HJNlqPfW1g-,"Objectif: Plaisirs, délires et profiter de mon corps tout les deux. Héhé. Je suis également ceinture noire en fellation !","1.63m (5' 4"")",Dark brown,None
XXCaroXX,38,Saint-Denis,https://juicy-adult.com/#/public/B17xVlZJxb,"Célibataire en manque, cherche des rencontres sans prises de tête... Si toi aussi tu as juste envie de t'amuser un peu, envoie moi un message!","1.68m (5' 6"")",Black,None
SwngMyHips,35,Abu Dhabi,https://juicy-adult.com/#/public/Onp3Z8UeX,I dance when I am happy. I dance when I am sad. I dance every chance I get. I have moves you haven't seen yet.,"1.63m (5' 4"")",Black,Tattoo
CllUrblff,34,Abu Dhabi,https://juicy-adult.com/#/public/qQFUzIdUH,I play my cards close to my chest. I know when to hold and I know when to fold. Try me.,"1.64m (5' 5"")",Black,Tattoo
NoNegtnsLckHr,33,Abu Dhabi,https://juicy-adult.com/#/public/sNm6ZnoCT,I have a complex mind and easy heart. Just be kind and present and the rest will come easy.,"1.64m (5' 5"")",Dark brown,Tattoo
SgrySweet,29,Abu Dhabi,https://juicy-adult.com/#/public/wXZ4rSA3r,I have always been a loner and found myself at home in the kitchen. I like to get creative with my creations and get off knowing that I bring pleasure to others.,"1.64m (5' 5"")",Black,More than one
FrdUptoply,32,Abu Dhabi,https://juicy-adult.com/#/public/PSYOuZLtK,Working abroad pays better and I have some loans to work off before I go home. If I ever go. I have a sweet game system I would like to share with the right guy.,"1.65m (5' 5"")",Dark blonde,More than one
NtTchAllTme,36,Abu Dhabi,https://juicy-adult.com/#/public/WFJIP-Wux,I am very proud to have this opportunity to be part of a team doing such cutting edge work. That said. I would like to spend some time with a man and have intense conversations that do not involve our occupations.,"1.64m (5' 5"")",Black,None
WtnWld,34,Abu Dhabi,https://juicy-adult.com/#/public/SaGsbyXtG,I feel alive outside. I grew up in the mountains and I love to fish. I have recently taken up sport fishing and I love it. Do you have boat? Let's float.,"1.66m (5' 5"")",Auburn/Red,None
RdLshDvne,29,Abu Dhabi,https://juicy-adult.com/#/public/w5xlFNmzq,I am a foodie. I especially love italian. I have a thing for red wine and have recently been working through a list of Pinots. Let me cook you up one of my favorite new dishes and taste my list.,"1.66m (5' 5"")",Dark brown,More than one
SeductiveTease,34,Al Ain,https://juicy-adult.com/#/public/p1c3suW4L,I don't really have many friends. I moved here from Egypt not too long ago and I haven't met many people since then.,Not Given,Black,More than one
RightReem,31,Al Ain,https://juicy-adult.com/#/public/RTld0MS0c,"I'm kind, loving, honest, smart, outgoing, open minded, and kinky. What are you like? Oh, I'm also originally from Qatar.",Not Given,Light brown,More than one
PlushPoosh,29,Al Ain,https://juicy-adult.com/#/public/4jju5Wkat,"I'm living in the United Arab Emirates but only on a work contract. I come from Lebanon and while I do miss home sometimes, I love being here!",Not Given,Black,Earrings
HoldingMounds,27,Al Ain,https://juicy-adult.com/#/public/dYDXkAAxzL,Let's have a conversation to see if we like each other. You never know where that may lead to.,Not Given,Black,Earrings
SwingRound,26,Al Ain,https://juicy-adult.com/#/public/bw_bl5Pxq,"At one point in my life, I wanted to be a stripper. That didn't end up happening but hey, I can't let my lap dance skills go to waste.",Not Given,Blonde,More than one
BeachyBabe,24,Al Ain,https://juicy-adult.com/#/public/NlDdbWE_3,"If I could wear a bikini as a uniform, I would. Let's just say that I'm a girl who loves to show skin and get wet.",Not Given,Dark brown,More than one
CocoaBeen,24,Al Ain,https://juicy-adult.com/#/public/h9ao_01h1,Just a girl who loves dick 🍆 RnB music 🎶 ice cream 🍦 and Netflix 💻 Let's chat!,Not Given,Black,Earrings
MesmerizingSway,22,Al Ain,https://juicy-adult.com/#/public/CLJ7X_YF9,Hey everybody! Me and my family moved out here from Bahrain. My assessment so far? So far so good! Wanna be friends?,Not Given,Black,Tattoo
SexyNStudious,19,Al Ain,https://juicy-adult.com/#/public/qHo1pILnP,"I left Turkey to attend uni over here. It's been a wonderful experience so far, but do you know what can make it even better? Some sexual fun ☺️",Not Given,Black,Earrings
HghonTop,37,Abu Dhabi,https://juicy-adult.com/#/public/g6w_QB-Yy,"What is a mountain woman doing in the desert. I jet off anytime I can. I like the innovations that I am exposed to here, so I am going to stick with it.","1.68m (5' 6"")",Black,Piercing
TchToFndTrth,36,Abu Dhabi,https://juicy-adult.com/#/public/KOSG3aZJz,"When I have a puzzle I can not solve, play my keyboard or grab a pen and begin drawing. The zen activity of the motion frees my mind to see all possible solutions. Sex is a zen activity. I like to keep that in my quiver.","1.69m (5' 7"")",Auburn/Red,None
SMckDtGodwn,35,Abu Dhabi,https://juicy-adult.com/#/public/T_2mm1NyM,I know how to get what I want on time and under budget. When I make a plan it's gold.,"1.64m (5' 5"")",Black,More than one
LvtheWet,33,Abu Dhabi,https://juicy-adult.com/#/public/Za3Tog61t,"Just looking for someone to have dinner with, a nice conversation. If things seem fluid, maybe we can swap some.","1.66m (5' 5"")",Dark blonde,None
KickItOff,27,Al Ain,https://juicy-adult.com/#/public/n4fYU2K7h,I like to hook up with different guys. Some people may call me a hoe. I think I'm just a girl who enjoys diversity.,Not Given,Black,More than one
KewlKute,26,Al Ain,https://juicy-adult.com/#/public/a5DrJgmrg,I'm a happy go-lucky girl from Palestine who's looking for a guy who can pound me well 😏,Not Given,Black,More than one
LightBluBunz,25,Al Ain,https://juicy-adult.com/#/public/nA37a9nZj,I will be married soon to a wonderful guy but I have some extra steam I want to get out of my system before I settle down for good 😆,Not Given,Blonde,Earrings
CootiePatootie,24,Al Ain,https://juicy-adult.com/#/public/Jy73mo2lF,"I'm searching for a good time. That could be going out on a date, having a stimulating conversation, or even having sex.",Not Given,Dark brown,More than one
MoistFolds,30,Al Ain,https://juicy-adult.com/#/public/VShvn3_Y1,Never in a million years did I think I would have the courage to leave my dear Tunisia and move to another country. But I'm glad that I did because I've been having the best sex of my life here!,Not Given,Black,Earrings
BubbleRear,29,Al Ain,https://juicy-adult.com/#/public/TanC-qf73,Being a good girl has its perks but being bad is next level amazing. I'm a sexual person so I feel the best when I can express myself in that way without fear of judgment.,Not Given,Black,Earrings
AwkwardGrin,27,Al Ain,https://juicy-adult.com/#/public/3BudnEacB,"I don't feel comfortable smiling. As you can see in my photos, I prefer to grin. Maybe you can make me smile for real in bed?",Not Given,Black,Earrings
PillowFace,23,Al Ain,https://juicy-adult.com/#/public/9pzvYO8KQ,"I've never been the type of girl who wanted a rich guy or a model. I just want someone down to earth, easy to talk to, and good in bed.",Not Given,Auburn/Red,More than one
UrPleaser,30,Al Ain,https://juicy-adult.com/#/public/eQWWXTFIp,"Hot Iranian girl who likes to look good and take care of herself. Please be tidy too. One thing I can't stand is a dirty man. Well, you can be dirty but in a sexual way!",Not Given,Dark brown,Earrings
GoBritt,26,Al Ain,https://juicy-adult.com/#/public/evj5xmiqQ,People tell me I look like a Barbie doll all the time so you're welcome to play with me 💕,Not Given,Blonde,More than one
BlowStick,23,Al Ain,https://juicy-adult.com/#/public/bFFSwiOND,I love the way how I look and I don't mind flaunting it... to the right person of course.,Not Given,Light brown,More than one
Nancynator,24,Al Ain,https://juicy-adult.com/#/public/hB7tD27yQ,Hello. I'm normally a very busy girl but I'm looking for a way to unwind and alleviate some stress.,Not Given,Light brown,None
TastedYou,27,Al Ain,https://juicy-adult.com/#/public/3J7_5hqtF,I'm easy going and even easier to have a conversation with. I don't judge and I treat people the way they treat me.,Not Given,Black,More than one
KumHere,27,Al Ain,https://juicy-adult.com/#/public/IeCbgmI6L,Saudi Arabia may have born and raised me but the United Arab Emirates is where I will stay and find my lover 😈,Not Given,Black,More than one
